Id_Siniestro,Id_Poliza,Fecha_Siniestro,Monto_Siniestro,Estado,motivo_rechazo
1756,11179,2025-08-12,"7,984.57",Cerrado,
1757,583,2025-03-18,"11,197.37",Cerrado,
1758,22353,2025-11-19,13507.25,Cerrado,
1759,12557,2025-06-27,"2.980,87",Abierto,
1760,24629,2025-06-10,10191.94,Cerrado,
1761,3377,2026-01-05,nan,Abierto,
1762,3692,2025-06-02,"9.676,04",Nan,
1763,23579,2025-05-19,"4.609,03",Nan,
1764,1221,2025-08-22,10531.93,Cerrado,
1765,11078,2025-07-15,2803.48,Abierto,
1766,6556,2025-08-14,8873.53,Abierto,
1767,5702,2025-02-02,8103.30,Nan,
1768,14986,2025-02-02,"6,540.78",Cerrado,
1769,4781,2025-08-16,nan,Nan,
1770,15069,2026-02-04,12092.65,Cerrado,
1771,22197,2025-09-06,"3.166,46",Cerrado,
1772,17743,2026-02-05,14678.53,Abierto,
1773,5273,2025-02-14,9839.80,Nan,
1774,7242,2025-10-24,14191.33,Cerrado,
1775,23224,2025-12-12,13837.08,Cerrado,
1776,20436,2025-04-10,-,Rechazado,
1777,13885,2025-07-18,-,Cerrado,
1778,983,2026-02-19,4936.73,Nan,
1779,21484,2025-10-05,3767.35,Cerrado,
1780,11872,2025-08-15,7972.84,Cerrado,
1781,4050,2025-05-12,10099.53,Nan,
1782,21554,2025-09-10,"5,842.04",Cerrado,
1783,21334,2025-09-06,"7,384.45",Abierto,
1784,18429,2025-03-13,-,Nan,
1785,22345,2025-11-17,13657.52,Cerrado,
1786,13597,2025-03-04,"8,608.38",Nan,
1787,6620,2025-07-30,"1.056,39",Nan,
1788,3689,2025-11-11,"9.448,36",Nan,
1789,6518,2025-05-14,14330.32,Nan,
1790,20480,2025-11-03,-,Abierto,
1791,22855,2025-07-20,nan,Nan,
1792,6819,2025-02-02,226.54,Rechazado,
1793,154,2026-01-12,"6.325,81",Nan,
1794,6881,2026-02-24,nan,Nan,
1795,17921,2025-11-24,nan,Cerrado,
1796,19046,2025-02-12,nan,Rechazado,
1797,19532,2025-03-17,"8,804.05",Rechazado,
1798,2825,2025-07-27,"9.848,17",Rechazado,
1799,8003,2025-11-05,8586.97,Abierto,
1800,6555,2025-09-05,"12,219.16",Nan,
1801,12035,2025-02-28,617.52,Abierto,
1802,19906,2025-08-31,"8.711,91",Nan,
1803,2114,2025-02-10,"4.728,30",Nan,
1804,537,2025-06-19,7883.57,Nan,
1805,12108,2025-10-02,5335.93,Nan,
1806,14494,2025-12-27,nan,Nan,
1807,15926,2025-07-19,"3.612,27",Cerrado,
1808,24630,2026-02-12,nan,Rechazado,
1809,23298,2025-07-15,"8.743,38",Nan,
1810,17048,2025-09-18,2521.35,Rechazado,
1811,3336,2025-03-26,14741.87,Abierto,
1812,7113,2025-04-20,"10.111,45",Nan,
1813,21707,2025-07-08,"6.974,08",Cerrado,
1814,16960,2025-06-08,"7.339,44",Cerrado,
1815,5058,2025-12-23,nan,Abierto,
1816,10632,2025-11-21,"1,194.15",Cerrado,
1817,16667,2025-04-18,"13,195.93",Abierto,
1818,4468,2025-10-18,9678.43,Cerrado,
1819,8884,2026-01-30,8575.19,Cerrado,
1820,5877,2025-03-29,6951.16,Nan,
1821,15978,2025-09-01,"4,360.18",Abierto,
1822,1320,2025-06-29,nan,Abierto,
1823,13582,2025-01-20,"7,352.46",Cerrado,
1824,10686,2025-07-10,9700.72,Cerrado,
1825,6560,2025-11-27,6812.54,Abierto,
1826,20678,2025-06-08,-,Nan,
1827,4236,2025-05-19,"8,314.07",Abierto,
1828,15043,2025-09-17,1796.11,Cerrado,
1829,17518,2025-03-24,6721.95,Cerrado,
1830,4672,2025-09-13,847.57,Rechazado,
1831,25888,2025-03-05,"5,651.21",Nan,
1832,5842,2025-06-09,8809.97,Cerrado,
1833,6007,2025-10-15,-,Abierto,
1834,7502,2025-08-23,-,Cerrado,
1835,1008,2025-01-29,-,Rechazado,
1836,23361,2025-04-10,3209.07,Rechazado,
1837,8932,2025-02-22,"1.882,79",Rechazado,
1838,11502,2025-09-08,"3,176.28",Cerrado,
1839,17357,2025-04-02,"6,665.32",Cerrado,
1840,19681,2025-01-20,"5,113.17",Rechazado,
1841,12277,2025-09-01,680.98,Abierto,
1842,22641,2025-04-16,3843.60,Cerrado,
1843,15084,2025-07-20,5017.90,Cerrado,
1844,19470,2026-02-03,"1,337.22",Cerrado,
1845,5366,2025-08-04,11069.73,Abierto,
1846,7946,2025-10-22,"3,472.12",Rechazado,
1847,22261,2025-09-05,6977.66,Cerrado,
1848,22563,2025-12-30,-,Nan,
1849,22521,2025-01-08,13436.69,Abierto,
1850,10383,2025-05-18,nan,Abierto,
1851,9774,2025-05-10,nan,Rechazado,
1852,436,2025-01-13,3893.27,Abierto,
1853,12709,2025-10-27,"4.062,55",Nan,
1854,14871,2025-04-16,14969.88,Cerrado,
1855,20804,2025-11-20,3783.78,Rechazado,
1856,17753,2025-04-15,1368.42,Nan,
1857,3550,2025-01-07,nan,Cerrado,
1858,7841,2026-01-19,12162.19,Cerrado,
1859,9873,2025-08-14,nan,Rechazado,
1860,5264,2025-07-20,1160.84,Cerrado,
1861,9096,2025-07-13,"9.168,72",Rechazado,
1862,8975,2025-01-14,14843.31,Abierto,
1863,9190,2025-05-05,nan,Abierto,
1864,15391,2025-06-08,3382.32,Cerrado,
1865,16379,2025-11-08,9012.54,Cerrado,
1866,19983,2025-03-14,"14,763.23",Cerrado,
1867,20421,2025-11-26,1763.03,Rechazado,
1868,9936,2025-04-03,308.97,Nan,
1869,22147,2025-08-21,7346.23,Nan,
1870,11103,2025-05-07,9002.31,Abierto,
1871,8047,2026-01-10,376.88,Nan,
1872,17080,2025-02-24,"2.309,58",Abierto,
1873,11859,2025-04-04,"-13,146.99",Nan,
1874,4879,2025-06-22,"7.708,61",Abierto,
1875,10335,2025-01-13,"7.807,53",Cerrado,
1876,18359,2025-05-30,10047.13,Cerrado,
1877,13700,2025-05-29,"5.353,21",Abierto,
1878,10154,2026-01-11,3709.75,Abierto,
1879,14279,2025-01-22,"8.357,44",Rechazado,
1880,11215,2025-06-10,"5.117,67",Nan,
1881,19041,2025-11-11,12114.65,Abierto,
1882,12872,2025-06-11,11489.95,Nan,
1883,15435,2026-02-22,10095.06,Nan,
1884,14239,2026-02-17,nan,Nan,
1885,6887,2025-07-06,13842.77,Cerrado,
1886,6035,2025-02-18,"7.138,65",Nan,
1887,24229,2025-04-22,nan,Nan,
1888,1449,2025-01-24,"8.189,69",Rechazado,
1889,21000,2025-01-02,"12.867,83",Nan,
1890,19987,2025-06-12,"5.001,16",Cerrado,
1891,11314,2025-08-27,-,Abierto,
1892,19649,2025-12-11,"11,959.99",Cerrado,
1893,18563,2025-10-09,11684.16,Rechazado,
1894,7208,2025-08-01,"4.466,26",Abierto,
1895,5770,2025-05-01,"4,874.93",Cerrado,
1896,5035,2026-02-15,"11,911.40",Nan,
1897,9593,2025-06-30,-7911.77,Cerrado,
1898,20915,2025-07-28,"4.112,70",Abierto,
1899,24792,2025-03-26,500.44,Cerrado,
1900,24018,2025-06-26,"8.519,54",Abierto,
1901,12631,2026-01-23,"6.219,35",Nan,
1902,12002,2025-03-06,2549.46,Abierto,
1903,12829,2025-08-20,nan,Abierto,
1904,4878,2025-08-08,"8,020.55",Rechazado,
1905,5196,2025-05-01,"9,207.30",Abierto,
1906,6297,2025-02-07,nan,Nan,
1907,20850,2025-06-16,"2.459,10",Cerrado,
1908,16064,2025-12-22,3366.23,Rechazado,
1909,11885,2025-11-26,"13.989,03",Nan,
1910,2378,2025-04-16,nan,Rechazado,
1911,5565,2025-10-02,"6,645.66",Cerrado,
1912,17755,2025-05-23,14037.66,Abierto,
1913,22401,2025-12-25,nan,Nan,
1914,20821,2025-05-13,nan,Abierto,
1915,4249,2025-09-30,nan,Nan,
1916,25680,2025-07-14,"1.148,33",Cerrado,
1917,1483,2025-11-03,2931.64,Nan,
1918,1757,2025-05-31,"12.031,73",Abierto,
1919,23370,2025-01-19,10088.81,Nan,
1920,2147,2025-05-01,"9.470,81",Abierto,
1921,12612,2025-10-20,"5,659.40",Rechazado,
1922,21616,2025-10-17,11904.05,Cerrado,
1923,245,2025-02-19,"14.073,33",Cerrado,
1924,12548,2025-02-14,8119.76,Cerrado,
1925,22265,2025-09-03,376.05,Cerrado,
1926,9112,2025-03-08,7925.68,Rechazado,
1927,12363,2025-08-28,nan,Abierto,
1928,15754,2026-01-12,"13,705.13",Rechazado,
1929,21325,2025-06-06,"3,395.35",Abierto,
1930,1800,2025-01-02,"931,65",Nan,
1931,11267,2026-01-15,-,Abierto,
1932,4478,2025-02-19,nan,Abierto,
1933,18557,2025-02-13,-,Rechazado,
1934,8622,2025-09-02,7415.47,Cerrado,
1935,21513,2025-09-17,"8,989.34",Abierto,
1936,10230,2025-09-16,nan,Cerrado,
1937,22608,2025-03-09,"14,412.57",Cerrado,
1938,6924,2025-05-20,"5.308,87",Nan,
1939,2404,2025-01-17,6091.70,Abierto,
1940,5066,2025-06-28,"2,616.09",Rechazado,
1941,15081,2025-07-11,11345.54,Cerrado,
1942,16781,2025-04-12,"4,068.51",Cerrado,
1943,25537,2025-08-03,"10.387,20",Nan,
1944,2978,2025-08-29,7429.41,Cerrado,
1945,17433,2025-07-12,"1.602,87",Rechazado,
1946,9795,2025-06-27,-3125.37,Nan,
1947,5115,2025-09-02,"5,760.59",Abierto,
1948,24798,2026-02-10,"8,708.66",Cerrado,
1949,24265,2026-02-14,"1.744,78",Nan,
1950,928,2025-10-25,4200.55,Abierto,
1951,11356,2025-06-16,"3.026,60",Nan,
1952,6007,2026-01-14,"2,171.99",Abierto,
1953,25846,2025-12-20,817.11,Nan,
1954,18312,2025-08-26,"4,234.84",Cerrado,
1955,15727,2025-07-11,"11.334,42",Abierto,
1956,18072,2025-12-01,"13,842.33",Cerrado,
1957,5599,2025-08-27,4898.77,Nan,
1958,14376,2025-06-20,"8.939,68",Nan,
1959,25653,2025-09-26,nan,Cerrado,
1960,7060,2026-02-09,"2.478,99",Cerrado,
1961,10180,2025-06-18,458.57,Nan,
1962,6185,2025-09-27,"2.784,93",Abierto,
1963,7665,2025-02-01,"13,058.05",Nan,
1964,19457,2025-11-11,"12,371.01",Nan,
1965,10239,2025-10-26,nan,Abierto,
1966,3564,2025-08-06,7859.50,Abierto,
1967,23070,2025-03-16,5037.27,Nan,
1968,12848,2025-03-14,"14.024,56",Nan,
1969,12354,2025-08-08,"12.960,35",Nan,
1970,5997,2025-11-03,11445.06,Rechazado,
1971,3132,2025-06-01,nan,Abierto,
1972,18246,2025-11-10,10681.55,Nan,
1973,22257,2025-10-25,11972.26,Abierto,
1974,3645,2025-03-20,"12,880.85",Nan,
1975,11929,2025-09-24,nan,Rechazado,
1976,1173,2025-08-17,"5,061.00",Cerrado,
1977,9405,2025-11-14,"11,568.01",Rechazado,
1978,18718,2025-10-04,11920.23,Cerrado,
1979,10310,2025-04-13,3324.42,Rechazado,
1980,14985,2025-06-20,"747,73",Abierto,
1981,21422,2025-02-24,"7.994,96",Rechazado,
1982,13668,2025-06-04,nan,Abierto,
1983,23716,2026-01-23,"9.803,54",Rechazado,
1984,8409,2025-01-22,"9.904,12",Nan,
1985,19738,2025-05-15,-,Abierto,
1986,24076,2025-12-12,14157.66,Rechazado,
1987,24279,2025-12-25,12141.05,Cerrado,
1988,1267,2026-02-24,"12.110,14",Cerrado,
1989,6342,2026-01-16,6561.12,Abierto,
1990,18160,2025-11-16,7007.90,Cerrado,
1991,21922,2025-05-27,-,Abierto,
1992,5897,2025-09-22,nan,Abierto,
1993,5951,2025-10-14,nan,Nan,
1994,23527,2025-12-05,"11,800.09",Cerrado,
1995,17771,2025-06-11,"3,354.38",Cerrado,
1996,17443,2025-10-10,"1.059,17",Abierto,
1997,21701,2025-09-07,3279.91,Abierto,
1998,17036,2025-07-04,"9,445.55",Nan,
1999,19698,2025-09-13,12753.04,Cerrado,
2000,14424,2025-12-15,6440.22,Nan,
2001,15777,2025-12-31,8711.64,Nan,
2002,4406,2025-01-27,"3.963,28",Cerrado,
2003,19906,2025-12-19,-,Nan,
2004,1052,2025-08-17,nan,Nan,
2005,20692,2025-01-18,"13,354.86",Rechazado,
2006,16866,2025-01-07,2341.27,Abierto,
2007,9647,2025-06-11,nan,Rechazado,
2008,14641,2025-07-04,"2,002.05",Cerrado,
2009,8864,2025-12-15,14996.75,Nan,
2010,14609,2025-10-08,"7.622,38",Nan,
2011,20873,2025-05-03,nan,Nan,
2012,2116,2025-01-24,"10.914,37",Rechazado,
2013,6808,2025-09-09,"2.668,84",Nan,
2014,18068,2025-08-14,nan,Abierto,
2015,966,2025-07-18,4633.19,Nan,
2016,18812,2025-10-06,11966.28,Cerrado,
2017,10286,2025-12-30,-,Nan,
2018,21296,2025-05-01,nan,Rechazado,
2019,14718,2025-05-31,-,Nan,
2020,1105,2025-04-06,7568.87,Nan,
2021,8496,2025-04-11,10438.48,Abierto,
2022,15595,2025-11-25,11585.72,Abierto,
2023,6099,2025-05-02,"11,576.41",Rechazado,
2024,17630,2025-12-09,7155.37,Rechazado,
2025,23468,2025-08-14,"5,106.41",Abierto,
2026,23719,2025-11-02,nan,Cerrado,
2027,13023,2025-03-25,nan,Nan,
2028,8480,2025-05-17,2800.94,Abierto,
2029,506,2025-08-16,12607.91,Abierto,
2030,24667,2025-02-27,nan,Abierto,
2031,24413,2025-03-04,"14.504,39",Cerrado,
2032,10770,2025-09-02,4257.60,Cerrado,
2033,23214,2025-02-02,nan,Nan,
2034,15088,2025-06-08,"8,996.90",Abierto,
2035,8993,2025-09-29,6241.75,Abierto,
2036,6962,2025-08-01,"14,164.09",Nan,
2037,6124,2025-12-04,"11.555,10",Abierto,
2038,23938,2025-12-15,nan,Cerrado,
2039,21609,2025-09-07,"7,463.52",Rechazado,
2040,13752,2025-05-28,"6,115.06",Cerrado,
2041,6843,2025-04-15,693.97,Rechazado,
2042,9167,2025-04-21,"1,939.93",Abierto,
2043,24839,2025-07-16,"2,562.93",Cerrado,
2044,6772,2025-08-11,9201.83,Rechazado,
2045,11343,2025-12-06,5598.05,Nan,
2046,9382,2025-08-25,4930.57,Abierto,
2047,11408,2025-12-16,508.55,Abierto,
2048,15861,2025-02-17,"5.012,13",Cerrado,
2049,5260,2026-02-02,2951.18,Abierto,
2050,2889,2025-11-20,12798.94,Nan,
2051,6303,2025-03-29,14448.22,Abierto,
2052,11775,2025-10-10,9190.32,Nan,
2053,10475,2025-02-12,"6,178.80",Cerrado,
2054,22619,2025-08-09,"10.098,24",Abierto,
2055,19974,2026-02-20,11737.04,Abierto,
2056,3311,2026-02-18,476.23,Nan,
2057,17814,2025-06-19,12652.20,Abierto,
2058,9187,2025-07-04,3917.33,Abierto,
2059,2554,2025-07-22,"9,394.92",Abierto,
2060,2609,2025-02-06,"7.367,96",Nan,
2061,7090,2025-02-14,"10.419,00",Abierto,
2062,10009,2025-05-05,nan,Nan,
2063,3841,2025-07-11,"13,965.79",Rechazado,
2064,4006,2025-10-19,6130.56,Abierto,
2065,6177,2026-02-01,nan,Abierto,
2066,6733,2025-03-28,6514.50,Cerrado,
2067,18940,2025-10-27,"14.080,58",Nan,
2068,20623,2025-10-05,5598.66,Nan,
2069,15838,2025-11-22,"1,935.71",Abierto,
2070,16333,2025-01-12,nan,Abierto,
2071,18190,2025-10-31,nan,Abierto,
2072,19158,2026-01-27,5164.23,Abierto,
2073,748,2025-06-29,6018.67,Nan,
2074,11752,2025-02-16,"12.130,78",Rechazado,
2075,16490,2025-02-01,"8.174,67",Nan,
2076,18072,2025-09-27,nan,Abierto,
2077,17252,2025-10-20,"7.933,21",Nan,
2078,15511,2026-01-25,"4,027.17",Nan,
2079,6895,2025-01-05,-,Nan,
2080,10895,2025-12-01,nan,Nan,
2081,3369,2025-07-16,-,Cerrado,
2082,22021,2025-12-23,"8.533,00",Cerrado,
2083,14545,2026-02-17,nan,Cerrado,
2084,12231,2025-01-13,375.26,Cerrado,
2085,8290,2025-08-03,"2,917.90",Cerrado,
2086,13810,2025-07-31,13203.88,Abierto,
2087,2627,2025-04-16,-,Abierto,
2088,2488,2025-08-14,"9,104.12",Nan,
2089,2634,2025-01-24,"9,920.66",Cerrado,
2090,13334,2025-08-18,6943.67,Abierto,
2091,5036,2025-01-22,13241.53,Cerrado,
2092,3682,2025-05-24,nan,Abierto,
2093,4037,2025-07-18,"1.286,47",Abierto,
2094,11735,2025-07-28,9284.86,Rechazado,
2095,12067,2025-09-10,12193.03,Abierto,
2096,20212,2025-02-02,10913.99,Nan,
2097,3591,2025-02-21,"-6.057,44",Rechazado,
2098,14020,2025-02-09,8582.29,Abierto,
2099,11451,2025-10-09,10982.18,Abierto,
2100,10108,2025-04-02,1987.87,Cerrado,
2101,24844,2025-06-19,1412.20,Rechazado,
2102,25702,2025-11-11,11456.76,Nan,
2103,17393,2025-11-09,6191.46,Cerrado,
2104,16856,2026-02-11,4766.37,Cerrado,
2105,18088,2025-03-21,8073.53,Abierto,
2106,25564,2025-11-18,nan,Rechazado,
2107,12057,2026-02-21,"11,051.74",Abierto,
2108,25757,2025-04-07,8907.86,Nan,
2109,23109,2025-02-01,"10,971.03",Rechazado,
2110,19846,2025-11-23,4708.12,Nan,
2111,21573,2025-07-01,"2,992.60",Cerrado,
2112,2291,2025-07-19,nan,Cerrado,
2113,19687,2025-11-11,"9.909,82",Nan,
2114,7677,2025-04-18,"4.151,82",Rechazado,
2115,24559,2025-02-08,-,Rechazado,
2116,12438,2025-02-25,-,Cerrado,
2117,24992,2025-04-03,"7.653,58",Abierto,
2118,17518,2025-03-11,"13,923.05",Abierto,
2119,11636,2025-07-31,-,Rechazado,
2120,9202,2025-12-17,"1,092.28",Nan,
2121,19308,2025-02-07,663.12,Rechazado,
2122,12346,2025-12-05,"8,568.98",Rechazado,
2123,893,2025-03-24,nan,Abierto,
2124,5124,2025-10-25,14936.35,Abierto,
2125,10888,2025-12-13,3348.65,Abierto,
2126,12350,2025-11-10,"12.101,95",Abierto,
2127,13382,2025-08-01,14897.70,Rechazado,
2128,9332,2025-03-18,3399.29,Cerrado,
2129,15817,2025-11-24,"1,554.97",Nan,
2130,24568,2025-08-01,"10,081.96",Nan,
2131,23436,2025-09-13,5982.94,Cerrado,
2132,25745,2025-07-21,9260.15,Cerrado,
2133,5582,2026-02-04,3173.90,Nan,
2134,15550,2025-05-26,nan,Cerrado,
2135,2938,2025-01-02,"2,872.80",Abierto,
2136,12132,2025-08-04,6320.16,Abierto,
2137,3740,2025-09-28,nan,Cerrado,
2138,20659,2025-11-11,"12.384,59",Rechazado,
2139,1271,2025-04-04,10237.56,Cerrado,
2140,20890,2025-02-06,-,Abierto,
2141,8581,2025-09-15,9118.98,Nan,
2142,10758,2025-09-20,11722.12,Cerrado,
2143,7049,2025-01-09,"14,263.63",Nan,
2144,3429,2025-10-14,1670.77,Abierto,
2145,2154,2025-07-01,"-8.284,40",Abierto,
2146,18485,2025-10-26,9261.89,Cerrado,
2147,18198,2025-06-06,14907.53,Nan,
2148,2733,2026-02-18,"325,67",Cerrado,
2149,20041,2025-10-25,"11.837,00",Cerrado,
2150,22568,2025-01-20,3707.92,Abierto,
2151,17498,2025-08-25,nan,Nan,
2152,23495,2025-11-25,5511.11,Cerrado,
2153,23172,2025-08-09,7871.92,Cerrado,
2154,5275,2025-07-08,nan,Cerrado,
2155,6403,2025-01-02,nan,Rechazado,
2156,16843,2025-01-08,nan,Rechazado,
2157,4386,2025-01-24,14883.66,Abierto,
2158,6626,2025-11-26,"3.317,82",Rechazado,
2159,3796,2025-10-23,-,Cerrado,
2160,17763,2025-01-29,10933.93,Nan,
2161,23253,2025-08-26,-,Cerrado,
2162,953,2025-09-01,"10,703.97",Cerrado,
2163,22022,2025-03-15,"11.882,41",Nan,
2164,3580,2025-04-18,"11.081,21",Rechazado,
2165,22516,2025-04-17,"1.734,10",Abierto,
2166,17272,2025-09-27,"5.817,24",Abierto,
2167,20892,2025-01-15,"9,492.02",Abierto,
2168,11975,2025-07-27,4716.66,Abierto,
2169,920,2025-09-29,"12,524.67",Cerrado,
2170,13440,2025-09-30,nan,Cerrado,
2171,6484,2025-06-03,nan,Nan,
2172,21824,2025-02-16,5061.04,Abierto,
2173,8693,2025-05-25,1265.15,Cerrado,
2174,22616,2025-06-16,"6,605.23",Rechazado,
2175,21219,2025-03-07,"4.325,25",Nan,
2176,14177,2025-02-04,7436.09,Rechazado,
2177,12062,2025-02-17,nan,Nan,
2178,21517,2025-09-22,13089.13,Abierto,
2179,13879,2025-11-01,"7.165,50",Cerrado,
2180,14228,2025-02-16,8440.65,Cerrado,
2181,13324,2025-10-15,10971.72,Nan,
2182,23939,2026-01-02,7294.75,Nan,
2183,14188,2025-03-15,1766.51,Abierto,
2184,15946,2025-01-11,"14.291,37",Cerrado,
2185,13495,2025-02-27,11264.69,Nan,
2186,22878,2025-12-29,8833.35,Rechazado,
2187,6776,2025-03-16,-,Cerrado,
2188,19306,2025-08-16,"9.700,04",Abierto,
2189,8604,2025-12-20,6396.32,Nan,
2190,4196,2025-10-23,14465.04,Cerrado,
2191,15378,2025-05-21,nan,Abierto,
2192,7276,2025-04-22,-,Cerrado,
2193,23797,2025-09-17,4161.15,Cerrado,
2194,24751,2025-06-21,5918.66,Rechazado,
2195,20237,2025-09-20,1798.81,Nan,
2196,12443,2025-05-05,-,Cerrado,
2197,11018,2025-09-30,6670.45,Rechazado,
2198,10691,2025-12-05,389.29,Abierto,
2199,2655,2025-03-27,9652.50,Nan,
2200,16302,2026-01-20,14998.98,Nan,
2201,5693,2025-10-25,-,Rechazado,
2202,13509,2025-01-29,"504,49",Cerrado,
2203,15184,2025-09-13,"13,556.80",Abierto,
2204,21082,2025-09-15,2865.43,Cerrado,
2205,19380,2025-12-01,"1,115.60",Rechazado,
2206,12030,2026-02-05,"2.191,90",Cerrado,
2207,23522,2025-12-18,-,Nan,
2208,20662,2025-03-07,"5,471.24",Abierto,
2209,15719,2025-12-19,"9.523,17",Rechazado,
2210,9364,2025-08-19,-,Cerrado,
2211,24414,2025-05-26,nan,Rechazado,
2212,3860,2025-06-10,"5,796.52",Abierto,
2213,25745,2025-04-12,12529.36,Rechazado,
2214,25517,2025-10-02,"2.615,55",Abierto,
2215,18283,2025-04-27,13042.84,Nan,
2216,3983,2025-11-12,2450.01,Cerrado,
2217,13829,2025-01-06,1165.66,Abierto,
2218,2121,2026-01-22,nan,Nan,
2219,3863,2025-11-02,nan,Nan,
2220,18997,2025-06-01,450.11,Nan,
2221,8239,2025-06-15,10385.04,Nan,
2222,24471,2025-11-06,"13.877,87",Rechazado,
2223,19293,2025-06-03,-,Nan,
2224,848,2025-12-05,2662.33,Cerrado,
2225,3253,2025-06-05,"2,803.56",Abierto,
2226,13433,2025-09-27,"7.919,17",Nan,
2227,3018,2025-10-27,-,Cerrado,
2228,930,2026-02-23,"4,808.10",Abierto,
2229,14124,2025-10-29,2738.54,Abierto,
2230,546,2025-12-03,"5.998,62",Abierto,
2231,22059,2025-09-26,"1.229,16",Cerrado,
2232,22770,2025-03-10,8286.57,Nan,
2233,15101,2025-08-14,nan,Cerrado,
2234,14868,2025-12-27,8850.48,Cerrado,
2235,14259,2026-01-11,3508.83,Rechazado,
2236,10881,2025-11-21,"2,672.13",Cerrado,
2237,22146,2025-09-20,"4.335,72",Cerrado,
2238,211,2025-05-14,"7,508.73",Abierto,
2239,15667,2025-01-16,"6.228,34",Abierto,
2240,7847,2025-06-13,nan,Nan,
2241,10744,2025-08-06,nan,Nan,
2242,479,2025-05-03,517.90,Rechazado,
2243,14886,2026-02-11,"8.087,14",Nan,
2244,22956,2025-09-12,-,Abierto,
2245,8411,2026-01-29,"1.688,98",Rechazado,
2246,2942,2025-06-02,7651.83,Abierto,
2247,12378,2025-06-24,6324.65,Nan,
2248,616,2025-03-08,nan,Nan,
2249,16571,2025-11-24,nan,Cerrado,
2250,653,2025-04-10,14823.61,Abierto,
2251,9394,2025-12-17,14714.55,Abierto,
2252,10643,2025-05-23,5223.28,Abierto,
2253,2695,2025-05-15,12110.89,Nan,
2254,10324,2025-02-04,-,Rechazado,
2255,12512,2025-04-09,-,Abierto,
2256,12348,2025-01-21,"5.044,30",Abierto,
2257,1205,2025-11-08,"14,848.25",Abierto,
2258,2702,2025-05-13,6564.88,Cerrado,
2259,8275,2025-10-07,"4,289.11",Rechazado,
2260,294,2026-01-11,1995.70,Abierto,
2261,8965,2025-08-07,2877.21,Nan,
2262,25816,2025-01-18,8126.29,Cerrado,
2263,16248,2025-05-28,"2,521.11",Nan,
2264,383,2025-07-20,"2.899,03",Abierto,
2265,21457,2025-11-14,nan,Abierto,
2266,6143,2026-02-09,"4,990.08",Rechazado,
2267,20025,2025-08-23,nan,Abierto,
2268,17149,2025-01-24,3428.90,Cerrado,
2269,11994,2025-05-30,nan,Rechazado,
2270,5262,2025-06-30,"2,698.98",Nan,
2271,12807,2026-01-04,-,Abierto,
2272,25669,2025-04-08,14217.50,Nan,
2273,19646,2025-10-14,3432.68,Nan,
2274,10568,2025-09-28,"415,17",Abierto,
2275,14372,2026-01-19,"9.050,27",Abierto,
2276,1685,2026-01-09,"10.408,01",Cerrado,
2277,16369,2025-02-22,"11,396.17",Cerrado,
2278,778,2025-08-08,nan,Abierto,
2279,16860,2026-01-14,"14.390,09",Cerrado,
2280,24625,2025-05-08,"10,280.03",Rechazado,
2281,9844,2025-02-27,nan,Cerrado,
2282,3087,2025-08-24,8941.56,Nan,
2283,23563,2025-12-01,"11.492,11",Rechazado,
2284,1716,2025-07-25,547.95,Abierto,
2285,9182,2026-02-05,10202.88,Cerrado,
2286,629,2025-12-30,nan,Rechazado,
2287,21733,2025-01-05,8114.46,Cerrado,
2288,14167,2025-07-24,14910.27,Cerrado,
2289,4941,2025-04-23,12277.29,Abierto,
2290,25693,2025-09-14,11619.68,Abierto,
2291,23311,2025-04-13,8387.68,Cerrado,
2292,9566,2025-08-19,14828.44,Nan,
2293,11540,2025-07-24,"12.845,16",Nan,
2294,3290,2025-02-26,"10.223,01",Nan,
2295,22502,2025-09-26,3581.70,Abierto,
2296,10408,2025-08-07,nan,Cerrado,
2297,11624,2025-11-02,-,Nan,
2298,17235,2025-02-26,13251.43,Abierto,
2299,856,2025-03-04,"14,863.37",Nan,
2300,9130,2025-01-09,"13.014,92",Abierto,
2301,19172,2025-12-26,-,Cerrado,
2302,25535,2025-04-22,nan,Cerrado,
2303,15169,2025-12-19,-,Cerrado,
2304,21139,2025-06-23,"9,986.27",Abierto,
2305,20381,2025-01-23,-7976.14,Cerrado,
2306,511,2025-09-05,13692.83,Nan,
2307,24379,2025-11-29,"13.220,01",Rechazado,
2308,6162,2025-07-13,nan,Abierto,
2309,19908,2025-04-24,6094.35,Cerrado,
2310,7070,2025-10-24,"14.806,70",Cerrado,
2311,7071,2025-09-13,6691.02,Nan,
2312,8906,2025-03-15,"4.111,13",Nan,
2313,5220,2025-06-16,12564.16,Nan,
2314,207,2025-09-02,7575.95,Abierto,
2315,9092,2025-08-09,"11,258.09",Cerrado,
2316,19617,2025-06-03,"4.975,98",Abierto,
2317,18281,2025-01-31,"11.155,12",Rechazado,
2318,19853,2025-03-09,2723.10,Cerrado,
2319,20905,2025-02-19,13151.98,Cerrado,
2320,8405,2025-04-30,4382.48,Abierto,
2321,15504,2025-05-20,-,Abierto,
2322,9238,2025-08-14,12773.61,Cerrado,
2323,20339,2025-11-18,754.59,Cerrado,
2324,6083,2025-02-21,3266.86,Abierto,
2325,13683,2026-01-13,8621.92,Nan,
2326,8023,2025-10-22,"12.379,63",Cerrado,
2327,22263,2025-05-28,800.40,Cerrado,
2328,22652,2025-11-24,11791.18,Nan,
